soc_code,onet_title,name_id,name_alt,relevance,note,sectors,job_zone,riasec_top,description
17-2112.00,Industrial Engineers,Insinyur Teknik Industri,Industrial Engineer,umum,,Energi & Pertambangan|Manufaktur & Otomotif,4,C,"Design, develop, test, and evaluate integrated systems for managing industrial production processes, including human work factors, quality control, inventory control, logistics and material flow, cost analysis, and production coordination."
17-2112.01,Human Factors Engineers and Ergonomists,Ahli Ergonomi (Human Factors Engineer),Ergonomist;Human Factors Engineer,terbatas,"perlu verifikasi; biasanya bagian dari fungsi K3/ergonomi, jarang jadi jabatan mandiri",Energi & Pertambangan|Manufaktur & Otomotif,5,I,"Design objects, facilities, and environments to optimize human well-being and overall system performance, applying theory, principles, and data regarding the relationship between humans and respective technology. Investigate and analyze characteristics of human behavior and performance as it relates"
17-2112.02,Validation Engineers,Insinyur Validasi,Validation Engineer,terbatas,lebih umum di farmasi/manufaktur; di sektor energi jarang berdiri sendiri,Energi & Pertambangan|Manufaktur & Otomotif,4,I,"Design or plan protocols for equipment or processes to produce products meeting internal and external purity, safety, and quality requirements."
17-2112.03,Manufacturing Engineers,Insinyur Manufaktur,Manufacturing Engineer,umum,,Energi & Pertambangan|Manufaktur & Otomotif,4,R,"Design, integrate, or improve manufacturing systems or related processes. May work with commercial or industrial designers to refine product designs to increase producibility and decrease costs."
17-2121.00,Marine Engineers and Naval Architects,Insinyur Perkapalan dan Arsitek Kapal,Marine Engineer;Naval Architect,terbatas,"relevan untuk fasilitas migas lepas pantai dan galangan kapal, bukan peran inti tambang/energi darat",Energi & Pertambangan,4,R,"Design, develop, and evaluate the operation of marine vessels, ship machinery, and related equipment, such as power supply and propulsion systems."
17-2131.00,Materials Engineers,Insinyur Material,Materials Engineer;Insinyur Metalurgi,umum,,Energi & Pertambangan|Manufaktur & Otomotif,4,R,Evaluate materials and develop machinery and processes to manufacture materials for use in products that must meet specialized design and performance specifications. Develop new uses for known materials. Includes those engineers working with composite materials or specializing in one type of materia
17-2141.00,Mechanical Engineers,Insinyur Teknik Mesin,Mechanical Engineer,umum,,Energi & Pertambangan|Manufaktur & Otomotif,4,R,"Perform engineering duties in planning and designing tools, engines, machines, and other mechanically functioning equipment. Oversee installation, operation, maintenance, and repair of equipment such as centralized heat, gas, water, and steam systems."
17-2141.01,Fuel Cell Engineers,Insinyur Sel Bahan Bakar (Fuel Cell),Fuel Cell Engineer,tidak_relevan,perlu verifikasi; teknologi fuel cell komersial belum berkembang di Indonesia,Energi & Pertambangan|Manufaktur & Otomotif,4,R,"Design, evaluate, modify, or construct fuel cell components or systems for transportation, stationary, or portable applications."
17-2141.02,Automotive Engineers,Insinyur Otomotif,Automotive Engineer,umum,,Energi & Pertambangan|Manufaktur & Otomotif,4,R,"Develop new or improved designs for vehicle structural members, engines, transmissions, or other vehicle systems, using computer-assisted design technology. Direct building, modification, or testing of vehicle or components."
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Insinyur Pertambangan dan Geologi,Mining Engineer;Insinyur Tambang;Insinyur Keselamatan Tambang,umum,,Energi & Pertambangan,4,R,"Conduct subsurface surveys to identify the characteristics of potential land or mining development sites. May specify the ground support systems, processes, and equipment for safe, economical, and environmentally sound extraction or underground construction activities. May inspect areas for unsafe g"
17-2161.00,Nuclear Engineers,Insinyur Nuklir,Nuclear Engineer,terbatas,"hanya relevan untuk reaktor riset (mis. BRIN di Serpong), belum ada PLTN komersial di Indonesia",Energi & Pertambangan,4,I,"Conduct research on nuclear engineering projects or apply principles and theory of nuclear science to problems concerned with release, control, and use of nuclear energy and nuclear waste disposal."
17-2171.00,Petroleum Engineers,Insinyur Perminyakan,Petroleum Engineer;Insinyur Migas,umum,,Energi & Pertambangan,4,R,Devise methods to improve oil and gas extraction and production and determine the need for new or modified tool designs. Oversee drilling and offer technical advice.
17-2199.00,"Engineers, All Other",Insinyur Lainnya,Other Engineers,umum,kategori catch-all,Energi & Pertambangan,,,All engineers not listed separately.
17-2199.03,"Energy Engineers, Except Wind and Solar",Insinyur Energi,Energy Engineer,umum,,Energi & Pertambangan,4,R,"Design, develop, or evaluate energy-related projects or programs to reduce energy costs or improve energy efficiency during the designing, building, or remodeling stages of construction. May specialize in electrical systems; heating, ventilation, and air-conditioning (HVAC) systems; green buildings;"
17-2199.05,Mechatronics Engineers,Insinyur Mekatronika,Mechatronics Engineer,umum,,Energi & Pertambangan,4,R,"Research, design, develop, or test automation, intelligent systems, smart devices, or industrial systems control."
17-2199.06,Microsystems Engineers,Insinyur Mikrosistem (MEMS),Microsystems Engineer;MEMS Engineer,tidak_relevan,"perlu verifikasi; industri MEMS praktis belum ada di Indonesia, terbatas riset",Energi & Pertambangan,5,I,"Research, design, develop, or test microelectromechanical systems (MEMS) devices."
17-2199.07,Photonics Engineers,Insinyur Fotonika,Photonics Engineer,tidak_relevan,perlu verifikasi; industri fotonika belum berkembang luas di Indonesia,Energi & Pertambangan,4,R,"Design technologies specializing in light information or light energy, such as laser or fiber optics technology."
17-2199.08,Robotics Engineers,Insinyur Robotika,Robotics Engineer,terbatas,"berkembang di manufaktur, belum jadi peran umum khusus sektor energi/tambang",Energi & Pertambangan|Manufaktur & Otomotif,4,R,"Research, design, develop, or test robotic applications."
17-2199.09,Nanosystems Engineers,Insinyur Nanosistem,Nanosystems Engineer;Nanotechnology Engineer,tidak_relevan,"perlu verifikasi; masih ranah riset, belum jadi profesi industri di Indonesia",Energi & Pertambangan,5,I,"Design, develop, or supervise the production of materials, devices, or systems of unique molecular or macromolecular composition, applying principles of nanoscale physics and electrical, chemical, or biological engineering."
17-2199.10,Wind Energy Engineers,Insinyur Energi Angin (PLTB),Wind Energy Engineer;Wind Farm Engineer,terbatas,"jumlah PLTB di Indonesia masih sedikit (mis. Sidrap, Jeneponto, Tolo)",Energi & Pertambangan,4,R,Design underground or overhead wind farm collector systems and prepare and develop site specifications.
17-2199.11,Solar Energy Systems Engineers,Insinyur Sistem Energi Surya (PLTS),Solar Energy Systems Engineer;Solar PV Engineer,umum,,Energi & Pertambangan,4,R,"Perform site-specific engineering analysis or evaluation of energy efficiency and solar projects involving residential, commercial, or industrial customers. Design solar domestic hot water and space heating systems for new and existing structures, applying knowledge of structural energy requirements"
17-3024.01,Robotics Technicians,Teknisi Robotika,Robotics Technician;Teknisi Otomasi,terbatas,"Berkembang di pabrik otomotif/elektronik yang mulai pakai robot industri, belum jadi jabatan umum di lowongan kerja Indonesia",Manufaktur & Otomotif,3,R,"Build, install, test, or maintain robotic equipment or related automated production systems."
17-3026.00,Industrial Engineering Technologists and Technicians,Staff Industrial Engineering (IE),IE Staff;Teknisi Industrial Engineering;Time & Motion Study Analyst,umum,"Di pabrik Indonesia (garmen, otomotif) lazim disebut 'staff IE' atau 'IE officer', bukan 'teknolog'",Manufaktur & Otomotif,3,R,"Apply engineering theory and principles to problems of industrial layout or manufacturing production, usually under the direction of engineering staff. May perform time and motion studies on worker operations in a variety of industries for purposes such as establishing standard production rates or i"
17-3027.00,Mechanical Engineering Technologists and Technicians,Teknisi Mesin (Mechanical Engineering),Mechanical Technician;Staff Engineering Mesin,umum,,Manufaktur & Otomotif,3,R,"Apply theory and principles of mechanical engineering to modify, develop, test, or adjust machinery and equipment under direction of engineering staff or physical scientists."
